id,tratamiento,edad,escolaridad,tamano_hogar,zona_rural,linea_base_consumo,comidas_dia,dias_sin_comida,variedad_dieta,gasto_alimentos,come_proteina,reservas_grano,consumo_total,consumo_no_alimentario,gasto_salud,gasto_educacion,gasto_vestido,valor_activos,tiene_refrigerador,tiene_bicicleta,num_animales,valor_herramientas,tiene_celular,calidad_vivienda,tiene_tierra,valor_ahorro,indice_estres,dias_ansiedad,satisfaccion_vida,calidad_sueno,apoyo_social,autoeficacia,optimismo_futuro,dias_animo_bajo,concentracion,energia_diaria,relaciones_familiares,sentido_control,ingreso_mensual,ingreso_laboral,ingreso_negocio,ventas_mes,horas_trabajadas,num_empleos,estabilidad_empleo,anios_escolaridad_hijos,asistencia_escolar,gasto_utiles,tareas_supervisadas,dias_falta_escuela,repitio_anio,calificacion_promedio,libros_hogar,horas_estudio,inscrito_secundaria
2075,0,44,3,3,1,4167,44.81,3,53.32,5346,1,NA,578,980,2514,1917,846,496,1,1,3,774,0,34.19,0,1378,NA,3,45.47,49.12,68.88,NA,68.1,2,55.27,45.2,45.98,46.44,860,1888,1052,869,59.97,3,55.63,60.92,1,2316,74.83,1,1,59.93,7,57.27,1
2076,1,19,5,3,1,821,NA,3,41.74,932,NA,48.74,1263,1827,1546,1064,1426,1302,0,1,NA,2229,1,59.71,0,NA,37.76,3,NA,60.37,60.39,NA,69.43,4,43.11,57.1,47.76,63.12,NA,1857,1204,1191,62.58,2,78.6,49.86,0,1307,42.6,6,1,NA,1,42.01,0
2077,1,30,6,5,1,1749,37.27,3,56.66,2115,1,52.39,1762,2112,1310,2132,2244,1913,0,0,NA,5651,0,58.56,0,1100,51.58,1,39.81,49.84,42.09,NA,35.71,4,74.95,34.64,49.35,67.97,NA,1319,774,NA,44.2,1,51.45,44.48,0,1131,55.48,4,1,NA,4,57,0
2078,1,61,4,6,0,1715,44.45,3,33.93,760,0,57.09,2161,1717,1253,823,4650,NA,0,1,4,447,0,55.55,0,1178,47.55,3,59.63,58.39,51.73,44.96,63.15,0,56.79,59.29,59.07,59.03,1519,846,570,1088,63.39,NA,64.2,60.4,1,867,52.48,NA,NA,49.35,2,NA,0
2079,0,48,12,4,0,2873,54.36,3,56.08,1099,NA,47.14,1451,1835,1288,2129,2561,1854,NA,1,5,1520,0,55.36,NA,1966,44.02,5,42.9,40.93,66.88,52.27,58.98,2,33.45,67.17,49.48,46.19,NA,1876,1595,2950,41.51,4,58.19,45.94,0,2569,58.09,NA,0,60.04,4,NA,1
2080,0,18,5,4,1,579,34.04,3,38.77,2050,1,35.61,731,1526,961,724,591,1625,0,0,4,761,0,53.96,0,NA,63.05,2,27.05,41.52,37.5,38.7,36.9,3,26.59,62.41,30.35,NA,NA,744,1044,717,37.02,1,42.58,40.23,1,732,36.44,4,1,57.77,5,NA,NA
2081,0,63,6,8,1,3176,44.55,5,54.43,1425,1,38.53,1748,3043,952,1739,2450,1445,0,1,4,1708,0,51.88,NA,1343,30.11,2,72.41,NA,54.38,NA,NA,4,68.74,59.82,66.11,59.33,2927,1846,6650,2347,39.98,6,NA,50.48,1,1524,62.49,6,NA,49.78,5,46.34,NA
2082,1,18,12,5,1,966,47.27,3,46.47,982,1,51.08,2306,2029,1945,1758,3583,1083,1,0,3,NA,0,NA,NA,NA,35.49,3,63.09,41.11,50.07,53.6,54.04,2,50.61,64.3,56.55,53.46,873,NA,575,NA,65.74,NA,47.88,66.11,1,630,53.57,3,NA,48.67,2,43.76,1
2083,0,57,6,4,0,3758,53.93,2,53.13,1026,0,57.52,2021,2249,1769,1157,2375,1015,0,1,2,787,0,47.85,NA,1668,60.25,0,48.76,NA,66.4,57.85,NA,3,53.44,61.5,61.37,NA,679,1111,1213,765,48.36,4,68.38,NA,0,1203,52.81,1,0,45.98,6,62.82,0
2084,0,37,6,8,1,1474,32.62,2,44.88,2691,0,63.55,1718,946,910,644,814,684,0,1,4,1287,0,62.98,1,3038,51.55,5,47.6,44.54,67.43,45.22,48.76,6,46.5,55.17,42.3,56.31,703,449,618,435,35.4,5,44.84,25.8,0,1815,41.01,5,NA,29.13,1,30.88,0
2085,0,56,7,2,0,2510,47.55,NA,59.89,812,1,43.89,1328,1573,1468,1110,1960,975,1,NA,1,NA,0,41.63,1,659,53.53,2,48.23,36.3,53.3,44.14,44.31,3,56.73,47.7,44.26,51.65,745,725,943,782,48.37,3,39.24,55.2,0,1300,40.09,2,0,56.45,3,55.1,1
2086,0,27,8,1,1,2136,48.08,2,NA,1051,NA,48.57,1373,2260,NA,2204,1125,2902,0,1,4,NA,0,40.64,1,1379,44.34,1,47.91,66.94,61.26,50.89,54.98,3,67.26,75.2,66.75,59.87,1073,1275,1179,1943,37.48,3,37,NA,0,1502,42.67,4,0,42.51,4,43.47,1
2087,1,54,3,4,1,1043,35.36,3,40.88,917,1,57.06,2306,1254,1030,601,614,1854,1,0,2,1385,0,58.23,1,NA,59.4,4,49.39,45.13,48.31,27.4,38.89,3,66.72,40.08,37.19,51.55,NA,2374,2396,3573,67,4,65.96,NA,1,1368,45.68,3,0,43.4,3,56.07,0
2088,0,53,8,4,0,2408,40.22,5,64,1148,1,61.26,1729,1274,1626,742,2205,1302,NA,1,5,1113,1,61.05,0,2243,47.97,3,39.57,53.3,64.58,51.38,51.18,4,NA,39.32,52.94,NA,1791,2135,1877,1664,66.57,3,48.12,78.13,0,2188,77.44,2,0,61.44,6,72.06,1
2089,1,45,12,2,1,3005,44.46,4,46.72,1209,NA,74.58,2464,1552,1087,1230,2760,3193,1,0,5,NA,1,58.64,0,2500,47.24,1,NA,40.73,54.85,NA,68.71,3,67.63,28.85,61.9,65.08,1520,1965,1868,2460,56.39,3,56.77,61.38,1,1046,49.77,2,0,58.97,4,NA,1
2090,0,41,14,4,1,2072,57.34,4,56.04,1414,0,38.74,784,814,NA,1041,946,1188,1,1,5,2599,1,66.31,0,2424,44.21,4,51.52,57.17,NA,55.37,NA,4,50.02,47.01,54.87,41.9,2393,1550,2186,1714,52.4,4,44.47,60.71,0,2489,69.4,1,NA,NA,4,65.66,0
2091,1,24,10,3,0,4048,40,4,45.91,899,0,39.84,628,2454,2416,2413,NA,1663,0,0,2,NA,1,39.23,0,4585,41.01,3,45.87,48.15,36.3,43.79,53.49,4,NA,52.83,31.78,47.95,1293,836,1358,1318,45.36,5,45.65,54.02,0,4284,61.76,0,0,50.97,5,71.14,NA
2092,0,63,10,4,0,3156,75.33,1,51.12,2310,0,NA,2096,1872,2675,2609,1896,1114,1,1,1,1634,0,46,0,2183,61.57,5,77.33,44.52,67.42,65.9,64.46,3,56.11,53.95,62.99,68.74,NA,2070,1803,3299,58.07,4,62.86,63.29,0,NA,60.25,NA,NA,41.05,4,62.01,NA
2093,1,55,10,4,1,3025,67.6,6,54.65,1275,1,59.77,1595,2105,3064,3574,1910,1960,0,1,2,1059,0,45.29,0,722,42.72,3,46.4,47.76,51.08,44.96,NA,4,31.89,55.93,74.68,51.34,986,1492,1193,1495,69.3,3,48.33,NA,0,2538,60.74,2,0,62.49,4,42.56,1
2094,1,59,14,7,0,1351,37.96,3,51.83,1428,1,35.2,532,1858,1306,1923,1822,2055,0,0,2,2165,1,59.66,0,1524,78.1,1,31.98,36.87,56.33,51.34,49.4,6,44.31,NA,36.23,54.66,1146,1978,2416,927,48.23,3,NA,72.76,0,1620,63.24,2,0,48.91,4,57.1,NA
2095,0,47,16,7,1,1739,40.88,5,NA,1553,0,46.84,810,1087,1315,1313,3253,546,0,1,1,906,1,41.92,1,589,45.01,0,56.32,60.94,55.34,54.57,55.51,2,65.38,45.17,57.6,55.22,877,1081,1321,1402,44.15,1,45.68,63.06,1,2162,71.8,3,0,49.54,6,52.78,1
2096,0,31,12,5,1,503,32.29,3,24.36,1640,0,43.04,951,1022,2858,573,920,957,NA,NA,0,678,1,46.99,0,NA,47.27,4,49.55,52.21,37.52,NA,52.78,0,65.03,31.18,50.04,NA,871,483,404,850,45.01,NA,22.83,NA,1,1198,46.86,3,0,46.08,4,44.53,0
2097,0,18,3,1,0,1359,57.22,3,58.13,880,0,39.43,1489,1141,1227,870,1216,2886,0,0,3,1055,0,40.9,1,1714,44.83,2,36.13,48.77,45.65,45.62,44.52,0,43.37,NA,44.39,60.38,1536,1834,1304,830,46.93,5,47.44,44.93,1,1105,40.55,4,0,46.16,3,26.95,1
2098,0,54,0,5,0,2286,63.58,1,55.52,1794,1,51.2,3128,2873,1392,4180,1932,1965,1,0,5,1248,0,46.29,NA,972,NA,4,29.79,29.4,45.24,49.53,40.11,7,49.48,44.58,34.97,30.2,876,804,740,NA,41.22,2,47.83,43.31,1,1498,53.06,2,0,52.37,3,48.63,0
2099,0,39,10,3,1,4401,42.82,5,45.9,702,0,38.5,1505,1520,1394,2394,NA,786,NA,1,2,1950,0,32.1,0,969,55.02,1,42.31,52.38,NA,46.15,34.47,3,41.8,49.29,59.71,39.85,1762,2051,NA,2601,30.43,2,42.63,43.72,1,2985,26.23,3,1,70.68,3,37.83,1
2100,0,45,4,9,1,1185,36.85,4,43.44,1289,1,22.57,1636,997,NA,961,1253,635,0,1,2,590,0,46.3,1,773,27.63,2,52.23,NA,46.98,53.12,58.78,5,50.27,55.23,52.67,43.32,1405,NA,556,463,61.61,3,26.15,33.86,0,661,45.3,5,1,38.63,4,45.82,1
2101,0,47,6,5,0,720,NA,3,45.34,2203,NA,56.23,596,1232,562,1054,1240,808,0,0,NA,543,0,32.82,0,NA,56.23,6,38.15,57.29,30.79,39.92,40.8,5,39.19,54.39,51.67,47.93,291,250,239,348,30.76,3,17.89,39.82,0,1161,44.52,4,1,43.43,1,NA,0
2102,0,42,2,5,1,478,52.89,3,58.28,4060,1,65.37,700,957,737,2227,514,NA,1,NA,1,994,1,50.26,0,879,50.26,5,56.07,51.35,45.99,40.28,47.56,2,66.78,46.25,56.59,54.22,1373,587,718,952,58.7,2,NA,33.09,0,359,32.71,5,1,30.25,0,33.5,0
2103,0,55,6,5,1,1305,48.06,NA,48.77,2014,1,67.74,793,427,391,1073,544,3364,1,1,5,1279,0,NA,1,NA,47.64,3,51.21,53.75,28.76,39.25,45.39,6,42.06,46.3,49.75,42.61,613,1759,799,1641,60.38,5,57.45,43.72,0,2213,51.3,1,0,50.4,2,NA,1
2104,0,45,9,4,0,3089,35.8,NA,65.22,812,0,60.37,3639,2599,1779,1856,2701,2559,0,NA,5,1429,0,47.39,1,3068,54.85,1,54.39,29.51,NA,48.6,45.7,5,57.45,47.69,53.92,51.48,1498,1740,1913,1612,57.22,5,71.34,39.47,1,1435,NA,2,0,43.31,5,69.29,0
2105,0,31,11,5,0,1886,NA,3,41.54,1070,1,49.15,NA,1027,2292,2557,938,882,0,1,1,2059,0,NA,0,NA,41.95,3,46.13,57.3,48.87,NA,53.86,4,NA,36.76,NA,NA,695,472,1038,518,45.51,2,52.31,37.5,0,833,39.46,NA,1,27.33,0,46.84,1
2106,0,33,6,7,0,3710,34.42,1,41.39,1534,0,48.11,NA,2269,1441,4457,2400,1062,1,1,1,578,1,52.6,0,537,55.78,5,NA,53.39,60.39,28.17,57.11,4,44.73,41.87,44.97,58.91,1687,1623,2279,1326,59.75,5,57.44,76.19,1,3722,69.66,2,0,74.21,4,69.5,1
2107,0,30,7,1,0,1808,NA,7,55.45,1727,1,45.16,953,NA,1346,1390,1077,708,1,0,3,NA,0,45.8,NA,2858,59.77,1,57.96,41.61,52.61,62.06,54.63,NA,44.38,29.64,51.93,49.23,1257,1495,750,1623,38.67,2,48.37,NA,1,1023,36.74,NA,0,35.39,1,55.49,0
2108,1,41,10,1,0,4867,47.65,5,46.74,1605,0,58.92,4006,2288,2443,1104,3735,3082,0,1,5,829,0,68.38,0,1359,52.06,3,42.17,20.67,40.93,38.02,52.56,4,64.18,42.71,60.55,45,857,1209,1066,1614,74.02,5,57.13,59.68,0,1752,47.95,2,0,41.3,2,45.03,0
2109,0,39,10,5,0,1462,NA,6,51.22,5713,0,47.58,3030,1707,2085,2341,1076,1516,0,0,0,1410,1,57.11,1,1221,49.7,3,43.08,52.24,47.98,42.12,42.02,7,65.72,34.99,38.38,53.06,2233,2028,2228,1759,53.54,4,39.07,50.42,0,1393,55.36,5,1,57.1,2,55.82,1
2110,1,37,4,2,1,4586,48.23,4,64.2,3191,1,68.95,2152,11708,2848,NA,2849,1504,1,0,3,3017,NA,50.19,0,NA,NA,2,NA,37.48,NA,42.09,49.38,1,69.43,41.16,47.28,60.8,1248,NA,2178,1547,NA,6,62.82,71.19,1,2665,73.33,0,1,45.76,5,50.21,1
2111,0,28,11,5,0,4993,NA,3,57.61,1641,1,59.66,NA,2119,NA,2287,1154,NA,1,0,4,743,0,47.37,1,2999,53.53,1,53.39,47.08,40.28,64.65,NA,6,54.75,53.39,NA,52.1,1380,1599,NA,1496,NA,0,39.3,62.71,1,1435,62.47,5,0,57.21,3,48.62,0
2112,0,23,8,4,1,1394,NA,5,NA,3065,1,63.01,NA,1432,2401,1264,2201,1122,1,1,2,1450,1,36.7,0,NA,42.03,2,57.44,41.02,57.94,42.11,47.53,3,54.43,43.29,54.58,46.8,1759,2076,2009,1757,58.49,0,60.4,NA,1,767,38.71,1,1,51.26,3,51.92,1
2113,0,41,13,1,0,3995,45.68,5,48.84,609,0,31.76,2036,5548,1128,2072,3661,1425,1,0,5,1645,1,64.94,1,1012,46.62,4,NA,40,52.01,50.14,25.95,3,NA,48.15,42.84,51.79,638,690,1175,972,51.7,2,62.59,NA,0,982,36.4,6,1,25.18,4,52.22,NA
2114,1,36,6,3,1,2651,57.81,7,54.33,952,0,55.58,1011,2987,2149,1224,2595,1697,1,0,4,NA,0,NA,1,3834,58.35,2,29.89,47.49,65.79,54.46,45.93,3,35.59,54.6,56.74,54.98,2024,1586,2118,NA,22.8,3,33.35,53.24,0,551,44.07,NA,1,49.89,2,48.97,0
2115,0,60,6,2,0,1058,36.6,1,58.51,657,1,57.66,429,703,891,838,879,2318,0,0,2,NA,0,50.21,0,895,NA,1,59.5,45.16,47.95,45.96,50.91,2,32.68,56.04,33.64,49.64,2181,1768,3478,NA,73.83,1,56.56,NA,1,1066,52,5,1,42.89,2,37.83,0
2116,0,28,0,5,0,2434,50.95,2,47.72,1086,0,64.99,1175,1054,1485,1177,NA,922,1,1,1,1255,0,57.5,1,1931,40.25,4,46.57,50.61,74.6,61.94,29.67,4,50.1,52.01,52.04,NA,1452,833,987,914,67.78,4,74.15,46.01,0,NA,38.52,3,1,41.11,1,55.05,1
2117,0,47,8,3,1,1196,40.07,3,NA,3347,0,55.83,1270,NA,1705,2084,1475,NA,0,1,4,1642,1,33.23,NA,2456,44.85,5,56.98,38.53,52.16,66.19,NA,4,54.57,54.49,37.87,55.92,1434,1021,1695,1745,48.17,3,47.46,44.52,0,1379,66.85,NA,0,64.94,4,52.2,0
2118,0,25,12,9,0,2727,58.6,3,34.28,1679,1,54.76,NA,870,731,1289,919,NA,1,1,2,1075,1,55.03,NA,1662,56.07,3,NA,60.48,48.73,33.51,43.5,NA,53.73,51.97,42.52,41.16,2484,1365,1686,1755,58.37,4,46.21,33.42,1,1050,47.65,5,0,41.67,1,32.17,1
2119,0,47,3,5,0,1968,65.72,4,44.36,726,1,53.37,873,1765,1714,6478,NA,1503,1,0,3,756,0,39.34,0,NA,45.45,5,43.52,47.36,50.57,37.21,NA,5,70.28,37.93,55.44,53.37,1834,NA,2007,1814,NA,4,58.04,NA,0,2242,44.22,3,1,NA,2,39.29,0
2120,0,36,10,3,1,1919,46.66,NA,45.99,932,0,53.68,NA,3295,1523,481,764,939,0,1,1,585,0,49.75,1,499,48.13,0,53.31,44.44,47.56,NA,53.27,3,45.69,54.9,52.81,NA,NA,957,1335,762,51.82,2,NA,26.49,1,745,43.65,5,NA,36.05,2,42.56,1
2121,1,44,9,4,0,1139,82.65,4,50.91,1885,1,36.1,2191,3329,868,1673,1060,3318,1,1,2,419,1,55.36,0,841,45.16,4,53.34,44.19,50.22,59.31,NA,2,56.46,50.17,68.95,50.78,4943,2603,2745,3323,NA,5,52.56,67.2,0,1262,58.92,3,0,60.91,1,60.6,1
2122,0,40,0,5,1,1606,36.13,3,30.29,1346,1,39.45,1263,1143,NA,394,765,663,1,0,4,1151,1,45.26,NA,NA,NA,2,51.95,43.66,68.98,45.52,39.73,NA,57.1,NA,63.65,39.38,4409,3017,1880,1786,NA,2,65.2,45.89,0,1172,54.03,4,0,45.41,4,49.62,0
2123,0,32,1,6,1,743,49.26,4,54.25,1353,1,38.6,376,967,1047,1287,NA,1019,1,0,2,1867,0,53.14,NA,3544,62.19,6,52.17,47.78,51.35,46.16,28.58,3,33.97,30.38,33.35,57.95,581,546,652,801,65.64,NA,51.84,43.65,0,1227,46.73,NA,0,51.29,1,27.35,1
2124,0,43,9,7,1,1253,35.12,3,42.88,1016,0,31.11,968,899,459,1002,803,740,0,0,0,NA,0,34.07,NA,512,69.12,3,62.95,51.7,55.32,50.78,49.65,4,NA,54.48,63.07,51.18,2044,1884,1206,1315,53.87,2,51.7,48.72,0,1460,56.41,NA,0,56.37,2,43.58,1
2125,0,54,2,3,1,2304,50.92,3,36.33,1998,1,43.86,1608,1825,4592,NA,7331,1326,1,0,NA,NA,1,38.23,0,2663,43.31,2,50.33,NA,40.75,52.09,44.14,6,54.05,70.66,NA,49.73,NA,1789,1968,NA,48.94,2,63.66,47.24,1,411,53.01,3,0,35.28,4,NA,1
2126,1,55,9,6,1,1729,39.63,NA,45.7,1548,1,52.26,1254,1683,2159,4400,1475,NA,1,0,5,3117,0,31.39,0,NA,48.12,5,NA,49.12,57.42,47.59,66.62,2,50.87,50.46,NA,NA,NA,1816,1974,1959,52.99,4,49.6,67.27,1,2886,76.06,0,1,44.31,3,72.06,1
2127,1,27,19,4,0,2254,NA,2,59.5,1145,1,47.25,1605,989,1477,957,881,NA,1,0,3,896,1,NA,0,2451,35.24,1,NA,45.94,55.79,49.61,42.79,2,48.29,49.8,45.79,NA,4141,4029,5752,6990,54.66,3,68.71,44.37,0,897,41.33,1,0,35.64,1,51.07,0
2128,0,39,7,3,0,2150,50.71,4,60.14,1067,1,47.05,NA,916,1079,1257,1197,3858,1,1,7,922,0,70.52,0,1868,43.51,3,NA,50.27,NA,49.52,46.97,2,35.23,44.69,57.67,32.95,916,803,NA,1731,52.48,3,55.46,NA,1,1538,58.63,NA,NA,45.21,3,61.49,1
2129,0,37,10,6,1,1844,51.22,4,55.21,985,1,47.75,1657,947,1375,989,1449,719,0,1,3,NA,0,38.59,0,522,60.85,1,44.38,55.18,47.21,65.26,63.09,5,NA,58.12,41.76,NA,1714,1583,NA,2906,44.7,2,32.01,48.11,1,2629,38.43,3,0,49.36,5,NA,1
2130,0,34,5,4,1,2204,NA,3,NA,744,1,45.91,1195,2073,1720,5741,1624,NA,1,1,6,1635,1,64.54,1,2528,52.76,3,66.2,55.39,NA,53.41,51.82,0,44.65,38.63,52.85,54.93,860,803,NA,654,59.22,5,44.35,43.4,0,776,50.41,5,0,41.5,2,45.1,1
2131,0,47,8,7,0,1316,47.35,4,NA,864,1,56.86,1959,1091,2059,2225,1352,800,0,NA,2,991,NA,60.15,0,1338,54.07,2,56.49,44.5,58.77,53.14,48.97,4,70.27,31.76,58.53,44.24,983,893,1436,1090,43.21,3,56.73,43.71,0,851,35.61,4,1,44.82,4,29.22,1
2132,0,29,8,6,1,1426,30.31,NA,27.14,1025,1,40.73,2237,2498,NA,2427,1362,1381,0,0,4,1431,0,40.73,1,1024,43.9,0,40.94,41.3,48.85,46.03,47.17,4,NA,58.05,48.03,46.04,1146,1387,1500,1280,44.58,4,38.93,45.64,0,1013,45.88,4,1,38.19,0,43.99,0
2133,0,44,17,3,1,3802,NA,2,44.02,2238,0,34.16,1268,1492,1584,810,1001,938,1,1,5,3575,1,56.77,1,932,NA,3,48.53,54.57,NA,56.59,44.7,3,59.79,31.79,47.21,45.57,1458,2594,1723,1499,66.82,6,52.18,50.62,0,2885,52.04,3,0,51,NA,52.79,1
2134,0,56,12,5,0,3595,57.64,3,53.05,549,1,43.62,1252,1578,NA,2862,1419,1485,1,1,3,610,NA,52.34,0,591,NA,4,49.95,65.22,38.58,61.17,NA,2,62.95,NA,47.5,44.11,874,956,672,766,34.75,4,44.76,NA,0,972,46.95,5,1,50.16,1,35.1,0
2135,0,39,7,8,1,410,35.37,4,33.49,783,0,51.16,686,924,1487,1265,1546,430,0,NA,2,479,0,32.66,NA,2574,44.97,2,68.85,52.36,47.31,40.2,42.09,4,36.31,40.88,34.72,32.02,NA,849,1515,636,42.77,3,38.9,35.91,0,886,43.32,3,NA,48.44,3,49.88,0
2136,0,36,9,1,1,2177,43.63,4,NA,1517,0,53.29,NA,1983,746,2903,NA,657,NA,0,2,1281,0,53.69,0,2280,44.16,5,NA,49.2,56.51,63.51,52.49,2,49.12,55.24,60.2,46.39,1474,1188,965,1079,44.76,3,47.19,NA,0,1245,36.02,5,1,48.25,4,38.15,1
2137,0,26,8,2,1,1083,50.04,4,40.3,858,NA,29.04,576,2153,900,880,702,2474,0,1,3,1267,1,41.47,1,1742,47.99,3,NA,35.43,53.45,52.62,NA,4,43.06,49.24,NA,NA,690,1023,NA,987,38.98,4,46.3,52.58,0,642,48.55,2,0,49.86,NA,42.22,0
2138,0,28,11,12,1,1672,46.74,3,63.42,767,1,65.05,1482,625,1606,982,713,1476,NA,1,NA,2042,1,NA,1,1829,47.23,4,61.78,57.18,NA,60.66,53.16,2,50.65,60.21,50.93,44.84,726,1002,965,931,62.51,2,NA,59.64,0,874,61.43,3,NA,44.48,2,47.69,0
2139,0,52,1,2,1,1109,54.6,4,49.16,665,1,46.84,591,856,913,1067,529,907,0,0,3,2639,0,NA,0,NA,29.88,4,51.31,52.03,54.1,59.17,52.58,0,NA,74.49,69.95,58.74,1653,2173,2030,1429,60.16,4,51.42,51.56,1,2735,50.15,2,1,52.65,6,68.23,0
2140,0,50,6,4,0,3167,44.53,4,NA,2419,NA,NA,764,464,1837,1103,1901,1563,0,1,2,1032,1,49.18,0,1203,38.38,3,37.18,47.42,55.56,53.09,44.98,3,41.81,43.42,NA,53.47,1013,759,NA,1893,52.95,3,44.45,NA,1,889,54.61,2,0,58.78,4,NA,NA
2141,0,39,13,10,0,2917,NA,2,66.96,576,1,51.85,1632,747,1378,1105,738,1170,0,NA,3,1826,0,51.31,NA,1840,40.77,4,45.23,21.42,54.89,48.03,41.73,2,45.09,50.37,51.51,34.71,2050,2168,NA,NA,48.46,NA,57.97,52.36,1,686,53.75,4,1,46.06,1,42.89,0
2142,0,62,4,6,0,1789,50.46,1,52.54,2215,0,46.58,1788,901,568,993,1345,1456,1,1,3,NA,1,58.45,1,4281,67.02,5,48.43,39.72,30.17,52.29,53.54,3,44.6,47.81,NA,39.59,684,NA,1924,872,70.41,1,44.31,45.4,0,2005,54.56,2,0,37.76,1,57.31,1
2143,0,33,14,6,0,2535,64.58,4,31.16,1880,0,38.47,3142,2653,973,766,1110,716,1,0,4,NA,0,NA,0,1064,59.66,NA,44.8,44.59,44.89,42.77,NA,2,54.44,63.15,51.02,NA,NA,2360,NA,2360,43.55,2,52.79,40.27,0,745,37.25,4,1,43.61,1,54.94,NA
2144,0,39,11,2,1,4783,55.66,2,52.83,NA,1,48.9,1239,1104,2859,1796,1052,NA,0,0,4,2385,0,NA,1,2053,42.01,4,41.08,47.12,NA,37.32,40.33,3,52.82,57.51,41.02,56.49,1355,985,1081,1648,36.99,8,45.74,NA,1,1048,72.67,3,NA,57.24,6,62.5,1
2145,1,32,6,5,0,2913,60.65,4,56.64,330,0,45.17,3691,977,1134,1007,1123,1289,1,1,3,625,0,42.06,1,NA,59.3,3,45.65,51.63,48.1,NA,54.09,4,48.3,45.37,56.24,59.17,2186,2868,1540,3879,43.18,1,44.9,51.01,1,1421,43.36,0,1,51.09,5,54.78,0
2146,1,62,1,1,0,1544,49.44,2,47.03,463,1,59.39,NA,1747,847,2931,1286,NA,1,1,5,1669,0,46.15,0,NA,56.01,2,51.63,72.01,54.83,52.62,40.85,5,39.09,46.78,NA,52.18,NA,1572,993,1766,49.98,5,69.68,NA,0,1539,47.56,3,0,46,3,NA,0
2147,1,34,12,7,1,1330,53.72,5,48.58,717,1,40.71,1158,1660,2063,746,1571,NA,0,1,4,NA,1,74.98,0,1369,43.17,4,50.56,47.85,48.43,49.58,64.06,2,55.23,49.07,59.09,43.39,1339,1265,1295,1501,53.81,5,56.2,41.9,1,952,43.67,6,0,61.24,1,NA,NA
2148,0,32,5,3,1,1099,52.58,2,42.54,1401,1,54.9,1018,454,866,990,721,1033,1,0,3,497,1,47.18,0,NA,41.13,6,54.76,53.41,56.04,36.44,65.23,0,56.11,65.03,49.99,48.85,NA,682,1077,817,53.31,2,38.31,57.64,0,1293,49.43,NA,1,51.31,0,53.05,0
2149,0,60,-0,3,0,833,44.38,3,39.35,1032,0,44.04,1332,1053,1039,904,352,NA,1,1,4,3482,1,61.24,1,1019,55.77,NA,47.4,48.24,68.7,65.42,NA,NA,46.72,53.39,61.34,48.89,911,1149,1042,632,66.19,0,51.81,53.08,1,2367,37.99,1,0,59.38,3,NA,0
2150,0,41,6,6,1,2580,36.78,6,58.93,788,1,67.08,NA,3180,4111,3522,1472,2906,1,NA,5,2098,1,49.33,NA,NA,56.67,2,54.37,65.03,43.48,NA,61.89,4,58.58,31.59,62.77,48.62,699,1294,582,567,51.08,4,42.09,67.38,0,2156,73.12,NA,0,46.19,5,52.86,1
2151,0,45,14,4,1,3020,45.87,4,46.92,1761,1,54.71,2269,2917,2078,4527,1612,770,1,0,3,NA,1,47.56,1,1800,31.93,2,69.25,48.8,NA,74.57,44.63,1,59.97,57.66,60.07,53.74,1211,1189,1699,1684,54.48,5,54.75,64.56,0,1561,41.79,NA,NA,67.16,4,64.65,1
2152,0,40,11,6,0,1606,43.93,4,50.03,1419,1,54.82,2556,1799,1749,2472,1392,1456,0,0,2,1217,0,55.34,1,1279,57.26,3,57.37,22.42,54.28,61.05,39.62,1,44.53,50.58,55.71,45.67,899,1637,1304,NA,33.13,0,44.88,56.77,0,1270,33.16,4,1,48.77,2,50.2,1
2153,0,29,5,4,0,2949,50.67,4,67.37,719,1,46.88,1643,2170,2164,1195,976,1383,1,1,3,2515,NA,51.74,1,1184,47.13,3,38.08,47.15,48.75,36.83,52.61,1,47.9,37.89,42.64,NA,6083,3309,3433,4621,55.39,4,45.99,53.5,1,2185,67.37,NA,1,NA,4,60.85,1
2154,0,18,7,9,0,1516,50.85,0,44.05,918,0,37.03,NA,1114,567,2027,1366,1175,1,0,6,2216,1,40.04,0,NA,51.16,5,40.79,54.36,35.56,36.58,50.37,5,57.12,48.06,45.55,NA,901,1266,987,857,57.4,5,55.58,29.52,0,1698,35.56,3,1,42.36,2,59.87,1
2155,0,57,5,4,1,746,64.09,6,30.34,640,0,NA,2208,1088,2535,2569,2630,2314,0,0,0,1271,0,35.97,1,900,55.73,3,49.1,63.48,47.51,54.15,48.91,3,63.11,52.77,60.14,65.64,450,684,464,788,42.8,3,48.11,49.53,0,838,45,3,1,48.15,3,50.82,1
2156,1,29,6,4,1,3513,41.15,2,NA,1429,1,48.07,564,NA,660,NA,NA,3457,0,0,3,1373,0,60.76,1,1135,47.73,1,56.63,NA,65.99,41.99,NA,4,50.97,NA,NA,43.78,1338,883,1243,1134,51.43,6,54.89,NA,0,935,43.19,NA,0,55.53,5,34.81,0
2157,0,25,11,4,1,5869,55.49,2,49.61,1873,1,50.87,739,661,527,1476,1429,972,0,0,4,1500,0,64.36,NA,1247,NA,1,25.28,46.32,35.77,46.98,54.97,3,NA,35.86,NA,57.38,1389,2061,3233,3313,63.26,1,58.02,52.27,1,739,67.88,NA,1,49.51,5,48.93,0
